"","Site","State","Tideshed","Acres","Hectares","Treatment","Age_2021","Runnel_Install","Image_Date","UVVR","Timeline","UVVR_Earliest","Veg_Area","Veg_Earliest","Veg_Percent","Veg_PChange","Tideshed_ID","Timeline.Baseline","UVVR.Baseline","BaselineCondition"
"496","Pine Island","MA",6,26.048,10.549,"Runnel",6,2015,2012,0.53,-3,0.517,6.897,6.956,65.3806047966632,-0.56,"126",-1,0.544,"Degraded"
"497","Pine Island","MA",6,26.048,10.549,"Runnel",6,2015,2014,0.544,-1,0.517,6.834,6.956,64.7833917906911,-1.16,"126",-1,0.544,"Degraded"
"498","Pine Island","MA",6,26.048,10.549,"Runnel",6,2015,2016,0.585,1,0.517,6.657,6.956,63.1055076310551,-2.83,"126",-1,0.544,"Degraded"
"499","Pine Island","MA",6,26.048,10.549,"Runnel",6,2015,2018,0.476,3,0.517,7.148,6.956,67.7599772490284,1.82,"126",-1,0.544,"Degraded"
"500","Pine Island","MA",6,26.048,10.549,"Runnel",6,2015,2021,0.35,6,0.517,7.813,6.956,74.0638923120675,8.12,"126",-1,0.544,"Degraded"
"501","Pine Island","MA",7,14.815,6,"No Action",6,2015,2010,0.296,-5,0.296,4.628,4.628,77.1333333333333,NA,"127",-1,0.257,"Degraded"
"502","Pine Island","MA",7,14.815,6,"No Action",6,2015,2012,0.271,-3,0.296,4.722,4.628,78.7,1.57,"127",-1,0.257,"Degraded"
"503","Pine Island","MA",7,14.815,6,"No Action",6,2015,2014,0.257,-1,0.296,4.772,4.628,79.5333333333333,2.4,"127",-1,0.257,"Degraded"
"504","Pine Island","MA",7,14.815,6,"No Action",6,2015,2016,0.297,1,0.296,4.627,4.628,77.1166666666667,-0.02,"127",-1,0.257,"Degraded"
"505","Pine Island","MA",7,14.815,6,"No Action",6,2015,2018,0.297,3,0.296,4.626,4.628,77.1,-0.03,"127",-1,0.257,"Degraded"
"506","Pine Island","MA",7,14.815,6,"No Action",6,2015,2021,0.312,6,0.296,4.572,4.628,76.2,-0.93,"127",-1,0.257,"Degraded"
"507","Pine Island","MA",10,10.219,4.139,"Reference",6,2015,2010,0.047,-5,0.047,3.952,3.952,95.4820004832085,NA,"128",-1,0.036,"Healthy"
"508","Pine Island","MA",10,10.219,4.139,"Reference",6,2015,2012,0.033,-3,0.047,4.007,3.952,96.8108238705001,1.33,"128",-1,0.036,"Healthy"
"509","Pine Island","MA",10,10.219,4.139,"Reference",6,2015,2014,0.036,-1,0.047,3.996,3.952,96.5450591930418,1.06,"128",-1,0.036,"Healthy"
"510","Pine Island","MA",10,10.219,4.139,"Reference",6,2015,2016,0.054,1,0.047,3.925,3.952,94.8296690021744,-0.65,"128",-1,0.036,"Healthy"
"511","Pine Island","MA",10,10.219,4.139,"Reference",6,2015,2018,0.047,3,0.047,3.953,3.952,95.506160908432,0.02,"128",-1,0.036,"Healthy"
"512","Pine Island","MA",10,10.219,4.139,"Reference",6,2015,2021,0.056,6,0.047,3.92,3.952,94.708866876057,-0.77,"128",-1,0.036,"Healthy"
"513","Pine Island","MA",12,5.094,2.063,"No Action",6,2015,2010,0.162,-5,0.162,1.775,1.775,86.0397479398933,NA,"129",-1,0.171,"Degraded"
"514","Pine Island","MA",12,5.094,2.063,"No Action",6,2015,2012,0.169,-3,0.162,1.766,1.775,85.603490063015,-0.44,"129",-1,0.171,"Degraded"
"515","Pine Island","MA",12,5.094,2.063,"No Action",6,2015,2014,0.171,-1,0.162,1.762,1.775,85.4095976732913,-0.63,"129",-1,0.171,"Degraded"
"516","Pine Island","MA",12,5.094,2.063,"No Action",6,2015,2016,0.193,1,0.162,1.73,1.775,83.8584585555017,-2.18,"129",-1,0.171,"Degraded"
"517","Pine Island","MA",12,5.094,2.063,"No Action",6,2015,2018,0.178,3,0.162,1.752,1.775,84.9248666989821,-1.11,"129",-1,0.171,"Degraded"
"518","Pine Island","MA",12,5.094,2.063,"No Action",6,2015,2021,0.192,6,0.162,1.731,1.775,83.9069316529326,-2.13,"129",-1,0.171,"Degraded"
"519","Pine Island","MA",13,27.969,11.327,"No Action",6,2015,2010,0.154,-5,0.154,9.818,9.818,86.6778493864218,NA,"130",-1,0.154,"Degraded"
"520","Pine Island","MA",13,27.969,11.327,"No Action",6,2015,2012,0.141,-3,0.154,9.925,9.818,87.6224949236338,0.94,"130",-1,0.154,"Degraded"
"521","Pine Island","MA",13,27.969,11.327,"No Action",6,2015,2014,0.154,-1,0.154,9.812,9.818,86.6248786086342,-0.05,"130",-1,0.154,"Degraded"
"522","Pine Island","MA",13,27.969,11.327,"No Action",6,2015,2016,0.168,1,0.154,9.695,9.818,85.5919484417763,-1.09,"130",-1,0.154,"Degraded"
"523","Pine Island","MA",13,27.969,11.327,"No Action",6,2015,2018,0.159,3,0.154,9.776,9.818,86.3070539419087,-0.37,"130",-1,0.154,"Degraded"
"524","Pine Island","MA",13,27.969,11.327,"No Action",6,2015,2021,0.165,6,0.154,9.719,9.818,85.8038315529266,-0.87,"130",-1,0.154,"Degraded"
"525","Pine Island","MA",21,10.422,4.221,"Reference",6,2015,2010,0.062,-5,0.062,3.974,3.974,94.1483060886046,NA,"131",-1,0.069,"Healthy"
"526","Pine Island","MA",21,10.422,4.221,"Reference",6,2015,2012,0.061,-3,0.062,3.977,3.974,94.2193792940062,0.07,"131",-1,0.069,"Healthy"
"527","Pine Island","MA",21,10.422,4.221,"Reference",6,2015,2014,0.069,-1,0.062,3.948,3.974,93.5323383084577,-0.62,"131",-1,0.069,"Healthy"
"528","Pine Island","MA",21,10.422,4.221,"Reference",6,2015,2016,0.094,1,0.062,3.857,3.974,91.3764510779436,-2.77,"131",-1,0.069,"Healthy"
"529","Pine Island","MA",21,10.422,4.221,"Reference",6,2015,2018,0.078,3,0.062,3.915,3.974,92.7505330490405,-1.4,"131",-1,0.069,"Healthy"
"530","Pine Island","MA",21,10.422,4.221,"Reference",6,2015,2021,0.097,6,0.062,3.848,3.974,91.1632314617389,-2.99,"131",-1,0.069,"Healthy"
"531","Pine Island","MA",22,13.99,5.666,"No Action",6,2015,2010,0.05,-5,0.05,5.395,5.395,95.2170843628662,NA,"132",-1,0.047,"Healthy"
"532","Pine Island","MA",22,13.99,5.666,"No Action",6,2015,2012,0.045,-3,0.05,5.423,5.395,95.7112601482527,0.49,"132",-1,0.047,"Healthy"
"533","Pine Island","MA",22,13.99,5.666,"No Action",6,2015,2014,0.047,-1,0.05,5.41,5.395,95.4818213907518,0.26,"132",-1,0.047,"Healthy"
"534","Pine Island","MA",22,13.99,5.666,"No Action",6,2015,2016,0.054,1,0.05,5.376,5.395,94.8817507942111,-0.34,"132",-1,0.047,"Healthy"
"535","Pine Island","MA",22,13.99,5.666,"No Action",6,2015,2018,0.067,3,0.05,5.308,5.395,93.6816096011295,-1.54,"132",-1,0.047,"Healthy"
"536","Pine Island","MA",22,13.99,5.666,"No Action",6,2015,2021,0.068,6,0.05,5.304,5.395,93.61101306036,-1.61,"132",-1,0.047,"Healthy"
"537","Pine Island","MA",26,6.965,2.821,"No Action",6,2015,2010,0.076,-5,0.076,2.621,2.621,92.9103154909606,NA,"133",-1,0.09,"Healthy"
"538","Pine Island","MA",26,6.965,2.821,"No Action",6,2015,2012,0.086,-3,0.076,2.597,2.621,92.0595533498759,-0.85,"133",-1,0.09,"Healthy"
"539","Pine Island","MA",26,6.965,2.821,"No Action",6,2015,2014,0.09,-1,0.076,2.587,2.621,91.705069124424,-1.21,"133",-1,0.09,"Healthy"
"540","Pine Island","MA",26,6.965,2.821,"No Action",6,2015,2016,0.098,1,0.076,2.569,2.621,91.0669975186104,-1.84,"133",-1,0.09,"Healthy"
"541","Pine Island","MA",26,6.965,2.821,"No Action",6,2015,2018,0.088,3,0.076,2.592,2.621,91.8823112371499,-1.03,"133",-1,0.09,"Healthy"
"542","Pine Island","MA",26,6.965,2.821,"No Action",6,2015,2021,0.111,6,0.076,2.539,2.621,90.0035448422545,-2.91,"133",-1,0.09,"Healthy"
"543","Pine Island","MA",27,6.316,2.558,"No Action",6,2015,2010,0.218,-5,0.218,2.1,2.1,82.0953870211103,NA,"134",-1,0.257,"Degraded"
"544","Pine Island","MA",27,6.316,2.558,"No Action",6,2015,2012,0.247,-3,0.218,2.052,2.1,80.2189210320563,-1.88,"134",-1,0.257,"Degraded"
"545","Pine Island","MA",27,6.316,2.558,"No Action",6,2015,2014,0.257,-1,0.218,2.034,2.1,79.5152462861611,-2.58,"134",-1,0.257,"Degraded"
"546","Pine Island","MA",27,6.316,2.558,"No Action",6,2015,2016,0.286,1,0.218,1.99,2.1,77.7951524628616,-4.3,"134",-1,0.257,"Degraded"
"547","Pine Island","MA",27,6.316,2.558,"No Action",6,2015,2018,0.248,3,0.218,2.05,2.1,80.140734949179,-1.95,"134",-1,0.257,"Degraded"
"548","Pine Island","MA",27,6.316,2.558,"No Action",6,2015,2021,0.262,6,0.218,2.028,2.1,79.2806880375293,-2.81,"134",-1,0.257,"Degraded"
"549","Pine Island","MA",28,4.232,1.714,"No Action",6,2015,2010,0.15,-5,0.15,1.49,1.49,86.9311551925321,NA,"135",-1,0.172,"Degraded"
"550","Pine Island","MA",28,4.232,1.714,"No Action",6,2015,2012,0.164,-3,0.15,1.472,1.49,85.8809801633606,-1.05,"135",-1,0.172,"Degraded"
"551","Pine Island","MA",28,4.232,1.714,"No Action",6,2015,2014,0.172,-1,0.15,1.462,1.49,85.2975495915986,-1.63,"135",-1,0.172,"Degraded"
"552","Pine Island","MA",28,4.232,1.714,"No Action",6,2015,2016,0.19,1,0.15,1.44,1.49,84.0140023337223,-2.92,"135",-1,0.172,"Degraded"
"553","Pine Island","MA",28,4.232,1.714,"No Action",6,2015,2018,0.163,3,0.15,1.474,1.49,85.997666277713,-0.93,"135",-1,0.172,"Degraded"
"554","Pine Island","MA",28,4.232,1.714,"No Action",6,2015,2021,0.178,6,0.15,1.455,1.49,84.8891481913652,-2.04,"135",-1,0.172,"Degraded"
"555","Pine Island","MA",29,6.267,2.538,"Runnel",6,2015,2010,0.354,-5,0.354,1.874,1.874,73.8376674546887,NA,"136",-1,0.399,"Degraded"
"556","Pine Island","MA",29,6.267,2.538,"Runnel",6,2015,2012,0.358,-3,0.354,1.869,1.874,73.6406619385343,-0.2,"136",-1,0.399,"Degraded"
"557","Pine Island","MA",29,6.267,2.538,"Runnel",6,2015,2014,0.399,-1,0.354,1.814,1.874,71.4736012608353,-2.36,"136",-1,0.399,"Degraded"
"558","Pine Island","MA",29,6.267,2.538,"Runnel",6,2015,2016,0.452,1,0.354,1.748,1.874,68.8731284475965,-4.96,"136",-1,0.399,"Degraded"
"559","Pine Island","MA",29,6.267,2.538,"Runnel",6,2015,2018,0.384,3,0.354,1.834,1.874,72.2616233254531,-1.58,"136",-1,0.399,"Degraded"
"560","Pine Island","MA",29,6.267,2.538,"Runnel",6,2015,2021,0.438,6,0.354,1.765,1.874,69.5429472025217,-4.29,"136",-1,0.399,"Degraded"
"561","Pine Island","MA",30,6.63,2.685,"No Action",6,2015,2010,0.124,-5,0.124,2.39,2.39,89.0130353817505,NA,"137",-1,0.15,"Degraded"
"562","Pine Island","MA",30,6.63,2.685,"No Action",6,2015,2012,0.148,-3,0.124,2.338,2.39,87.0763500931099,-1.94,"137",-1,0.15,"Degraded"
"563","Pine Island","MA",30,6.63,2.685,"No Action",6,2015,2014,0.15,-1,0.124,2.334,2.39,86.927374301676,-2.09,"137",-1,0.15,"Degraded"
"564","Pine Island","MA",30,6.63,2.685,"No Action",6,2015,2016,0.189,1,0.124,2.258,2.39,84.096834264432,-4.92,"137",-1,0.15,"Degraded"
"565","Pine Island","MA",30,6.63,2.685,"No Action",6,2015,2018,0.153,3,0.124,2.328,2.39,86.7039106145251,-2.31,"137",-1,0.15,"Degraded"
"566","Pine Island","MA",30,6.63,2.685,"No Action",6,2015,2021,0.165,6,0.124,2.306,2.39,85.8845437616387,-3.13,"137",-1,0.15,"Degraded"
"567","Pine Island","MA",31,13.224,5.356,"No Action",6,2015,2010,0.287,-5,0.287,4.161,4.161,77.68857356236,NA,"138",-1,0.303,"Degraded"
"568","Pine Island","MA",31,13.224,5.356,"No Action",6,2015,2012,0.3,-3,0.287,4.119,4.161,76.9044062733383,-0.78,"138",-1,0.303,"Degraded"
"569","Pine Island","MA",31,13.224,5.356,"No Action",6,2015,2014,0.303,-1,0.287,4.111,4.161,76.7550410754294,-0.93,"138",-1,0.303,"Degraded"
"570","Pine Island","MA",31,13.224,5.356,"No Action",6,2015,2016,0.334,1,0.287,4.014,4.161,74.9439880507842,-2.74,"138",-1,0.303,"Degraded"
"571","Pine Island","MA",31,13.224,5.356,"No Action",6,2015,2018,0.312,3,0.287,4.082,4.161,76.2135922330097,-1.47,"138",-1,0.303,"Degraded"
"572","Pine Island","MA",31,13.224,5.356,"No Action",6,2015,2021,0.336,6,0.287,4.009,4.161,74.8506348020911,-2.84,"138",-1,0.303,"Degraded"
"573","Pine Island","MA",32,18.883,7.648,"No Action",6,2015,2010,0.294,-5,0.294,5.91,5.91,77.2751046025105,NA,"139",-1,0.286,"Degraded"
"574","Pine Island","MA",32,18.883,7.648,"No Action",6,2015,2012,0.264,-3,0.294,6.049,5.91,79.0925732217573,1.82,"139",-1,0.286,"Degraded"
"575","Pine Island","MA",32,18.883,7.648,"No Action",6,2015,2014,0.286,-1,0.294,5.947,5.91,77.7588912133891,0.48,"139",-1,0.286,"Degraded"
"576","Pine Island","MA",32,18.883,7.648,"No Action",6,2015,2016,0.301,1,0.294,5.877,5.91,76.8436192468619,-0.43,"139",-1,0.286,"Degraded"
"577","Pine Island","MA",32,18.883,7.648,"No Action",6,2015,2018,0.319,3,0.294,5.798,5.91,75.8106694560669,-1.46,"139",-1,0.286,"Degraded"
"578","Pine Island","MA",32,18.883,7.648,"No Action",6,2015,2021,0.274,6,0.294,6.002,5.91,78.4780334728033,1.2,"139",-1,0.286,"Degraded"
"579","Plum Island","MA",1,14.09,5.706,"Reference",5,2016,2010,0.016,-6,0.016,5.614,5.614,98.3876621100596,NA,"140",0,0.041,"Healthy"
"580","Plum Island","MA",1,14.09,5.706,"Reference",5,2016,2012,0.022,-4,0.016,5.584,5.614,97.8618997546442,-0.53,"140",0,0.041,"Healthy"
"581","Plum Island","MA",1,14.09,5.706,"Reference",5,2016,2014,0.031,-2,0.016,5.534,5.614,96.9856291622853,-1.4,"140",0,0.041,"Healthy"
"582","Plum Island","MA",1,14.09,5.706,"Reference",5,2016,2016,0.041,0,0.016,5.481,5.614,96.0567823343848,-2.33,"140",0,0.041,"Healthy"
"583","Plum Island","MA",1,14.09,5.706,"Reference",5,2016,2018,0.033,2,0.016,5.521,5.614,96.757798808272,-1.63,"140",0,0.041,"Healthy"
"584","Plum Island","MA",1,14.09,5.706,"Reference",5,2016,2021,0.052,5,0.016,5.424,5.614,95.0578338590957,-3.33,"140",0,0.041,"Healthy"
"585","Plum Island","MA",2,4.163,1.686,"Reference",5,2016,2010,0.034,-6,0.034,1.631,1.631,96.7378410438909,NA,"141",0,0.073,"Healthy"
"586","Plum Island","MA",2,4.163,1.686,"Reference",5,2016,2012,0.034,-4,0.034,1.631,1.631,96.7378410438909,0,"141",0,0.073,"Healthy"
"587","Plum Island","MA",2,4.163,1.686,"Reference",5,2016,2014,0.049,-2,0.034,1.607,1.631,95.3143534994069,-1.42,"141",0,0.073,"Healthy"
"588","Plum Island","MA",2,4.163,1.686,"Reference",5,2016,2016,0.073,0,0.034,1.571,1.631,93.1791221826809,-3.56,"141",0,0.073,"Healthy"
"589","Plum Island","MA",2,4.163,1.686,"Reference",5,2016,2018,0.074,2,0.034,1.57,1.631,93.1198102016607,-3.62,"141",0,0.073,"Healthy"
"590","Plum Island","MA",2,4.163,1.686,"Reference",5,2016,2021,0.086,5,0.034,1.552,1.631,92.0521945432977,-4.69,"141",0,0.073,"Healthy"
"591","Plum Island","MA",4,3.763,1.524,"Runnel",5,2016,2010,0.041,-6,0.041,1.464,1.464,96.0629921259843,NA,"142",0,0.065,"Healthy"
"592","Plum Island","MA",4,3.763,1.524,"Runnel",5,2016,2012,0.051,-4,0.041,1.45,1.464,95.1443569553806,-0.92,"142",0,0.065,"Healthy"
"593","Plum Island","MA",4,3.763,1.524,"Runnel",5,2016,2014,0.044,-2,0.041,1.46,1.464,95.8005249343832,-0.26,"142",0,0.065,"Healthy"
"594","Plum Island","MA",4,3.763,1.524,"Runnel",5,2016,2016,0.065,0,0.041,1.431,1.464,93.8976377952756,-2.17,"142",0,0.065,"Healthy"
"595","Plum Island","MA",4,3.763,1.524,"Runnel",5,2016,2018,0.022,2,0.041,1.491,1.464,97.8346456692913,1.77,"142",0,0.065,"Healthy"
"596","Plum Island","MA",4,3.763,1.524,"Runnel",5,2016,2021,0.018,5,0.041,1.497,1.464,98.2283464566929,2.17,"142",0,0.065,"Healthy"
"597","Plum Island","MA",5,8.435,3.416,"Runnel",2,2019,2010,0.057,-9,0.057,3.232,3.232,94.6135831381733,NA,"143",-1,0.088,"Healthy"
"598","Plum Island","MA",5,8.435,3.416,"Runnel",2,2019,2012,0.081,-7,0.057,3.16,3.232,92.5058548009368,-2.11,"143",-1,0.088,"Healthy"
"599","Plum Island","MA",5,8.435,3.416,"Runnel",2,2019,2014,0.07,-5,0.057,3.193,3.232,93.4718969555035,-1.14,"143",-1,0.088,"Healthy"
"600","Plum Island","MA",5,8.435,3.416,"Runnel",2,2019,2016,0.107,-3,0.057,3.086,3.232,90.3395784543326,-4.27,"143",-1,0.088,"Healthy"
"601","Plum Island","MA",5,8.435,3.416,"Runnel",2,2019,2018,0.088,-1,0.057,3.14,3.232,91.92037470726,-2.69,"143",-1,0.088,"Healthy"
"602","Plum Island","MA",5,8.435,3.416,"Runnel",2,2019,2021,0.036,2,0.057,3.296,3.232,96.4871194379391,1.87,"143",-1,0.088,"Healthy"
"603","Plum Island","MA",6,20.658,8.367,"Runnel",4,2017,2010,0.038,-7,0.038,8.057,8.057,96.2949683279551,NA,"144",-1,0.092,"Healthy"
"604","Plum Island","MA",6,20.658,8.367,"Runnel",4,2017,2012,0.051,-5,0.038,7.963,8.057,95.1715071112705,-1.12,"144",-1,0.092,"Healthy"
"605","Plum Island","MA",6,20.658,8.367,"Runnel",4,2017,2014,0.045,-3,0.038,8.007,8.057,95.6973825743994,-0.6,"144",-1,0.092,"Healthy"
"606","Plum Island","MA",6,20.658,8.367,"Runnel",4,2017,2016,0.092,-1,0.038,7.664,8.057,91.5979443050077,-4.7,"144",-1,0.092,"Healthy"
"607","Plum Island","MA",6,20.658,8.367,"Runnel",4,2017,2018,0.041,1,0.038,8.039,8.057,96.079837456675,-0.22,"144",-1,0.092,"Healthy"
"608","Plum Island","MA",6,20.658,8.367,"Runnel",4,2017,2021,0.025,4,0.038,8.16,8.057,97.5259949802797,1.23,"144",-1,0.092,"Healthy"
"609","Plum Island","MA",7,28.794,11.661,"Reference",4,2017,2010,0.027,-7,0.027,11.355,11.355,97.3758682788783,NA,"145",-1,0.055,"Healthy"
"610","Plum Island","MA",7,28.794,11.661,"Reference",4,2017,2012,0.03,-5,0.027,11.327,11.355,97.1357516508018,-0.24,"145",-1,0.055,"Healthy"
"611","Plum Island","MA",7,28.794,11.661,"Reference",4,2017,2014,0.033,-3,0.027,11.292,11.355,96.8356058657062,-0.54,"145",-1,0.055,"Healthy"
"612","Plum Island","MA",7,28.794,11.661,"Reference",4,2017,2016,0.055,-1,0.027,11.057,11.355,94.8203413086356,-2.56,"145",-1,0.055,"Healthy"
"613","Plum Island","MA",7,28.794,11.661,"Reference",4,2017,2018,0.039,1,0.027,11.228,11.355,96.2867678586742,-1.09,"145",-1,0.055,"Healthy"
"614","Plum Island","MA",7,28.794,11.661,"Reference",4,2017,2021,0.041,4,0.027,11.202,11.355,96.0638024183175,-1.31,"145",-1,0.055,"Healthy"
"615","Plum Island","MA",8,14.324,5.801,"Runnel",2,2019,2010,4.313,-9,4.313,1.092,1.092,18.8243406309257,NA,"146",-1,5.661,"Degraded"
"616","Plum Island","MA",8,14.324,5.801,"Runnel",2,2019,2012,4.623,-7,4.313,1.032,1.092,17.7900362006551,-1.03,"146",-1,5.661,"Degraded"
"617","Plum Island","MA",8,14.324,5.801,"Runnel",2,2019,2014,4.601,-5,4.313,1.036,1.092,17.8589898293398,-0.97,"146",-1,5.661,"Degraded"
"618","Plum Island","MA",8,14.324,5.801,"Runnel",2,2019,2016,7.815,-3,4.313,0.658,1.092,11.3428719186347,-7.48,"146",-1,5.661,"Degraded"
"619","Plum Island","MA",8,14.324,5.801,"Runnel",2,2019,2018,5.661,-1,4.313,0.871,1.092,15.0146526460955,-3.81,"146",-1,5.661,"Degraded"
"620","Plum Island","MA",8,14.324,5.801,"Runnel",2,2019,2021,3.698,2,4.313,1.235,1.092,21.2894328564041,2.47,"146",-1,5.661,"Degraded"
"621","Plum Island","MA",9,19.77,8.007,"Runnel",1,2020,2010,0.268,-10,0.268,6.316,6.316,78.8809791432497,NA,"147",-2,0.327,"Degraded"
"622","Plum Island","MA",9,19.77,8.007,"Runnel",1,2020,2012,0.296,-8,0.268,6.176,6.316,77.1325090545772,-1.75,"147",-2,0.327,"Degraded"
"623","Plum Island","MA",9,19.77,8.007,"Runnel",1,2020,2014,0.325,-6,0.268,6.044,6.316,75.4839515424004,-3.4,"147",-2,0.327,"Degraded"
"624","Plum Island","MA",9,19.77,8.007,"Runnel",1,2020,2016,0.364,-4,0.268,5.87,6.316,73.3108530036218,-5.57,"147",-2,0.327,"Degraded"
"625","Plum Island","MA",9,19.77,8.007,"Runnel",1,2020,2018,0.327,-2,0.268,6.033,6.316,75.346571749719,-3.53,"147",-2,0.327,"Degraded"
"626","Plum Island","MA",9,19.77,8.007,"Runnel",1,2020,2021,0.302,1,0.268,6.148,6.316,76.7828150368428,-2.1,"147",-2,0.327,"Degraded"
"627","Plum Island","MA",10,41.768,16.916,"No Action",2,2019,2010,0.226,-9,0.226,13.796,13.796,81.5559233861433,NA,"148",-1,0.288,"Degraded"
"628","Plum Island","MA",10,41.768,16.916,"No Action",2,2019,2012,0.25,-7,0.226,13.534,13.796,80.0070938756207,-1.55,"148",-1,0.288,"Degraded"
"629","Plum Island","MA",10,41.768,16.916,"No Action",2,2019,2014,0.248,-5,0.226,13.556,13.796,80.1371482620005,-1.42,"148",-1,0.288,"Degraded"
"630","Plum Island","MA",10,41.768,16.916,"No Action",2,2019,2016,0.29,-3,0.226,13.112,13.796,77.5124142823363,-4.04,"148",-1,0.288,"Degraded"
"631","Plum Island","MA",10,41.768,16.916,"No Action",2,2019,2018,0.288,-1,0.226,13.133,13.796,77.6365571056987,-3.92,"148",-1,0.288,"Degraded"
"632","Plum Island","MA",10,41.768,16.916,"No Action",2,2019,2021,0.266,2,0.226,13.358,13.796,78.9666587845826,-2.59,"148",-1,0.288,"Degraded"
"633","Plum Island","MA",12,26.662,10.798,"Reference",1,2020,2010,0.026,-10,0.026,10.528,10.528,97.4995369512873,NA,"149",-2,0.037,"Healthy"
"634","Plum Island","MA",12,26.662,10.798,"Reference",1,2020,2012,0.027,-8,0.026,10.511,10.528,97.3421003889609,-0.16,"149",-2,0.037,"Healthy"
"635","Plum Island","MA",12,26.662,10.798,"Reference",1,2020,2014,0.031,-6,0.026,10.471,10.528,96.9716614187813,-0.53,"149",-2,0.037,"Healthy"
"636","Plum Island","MA",12,26.662,10.798,"Reference",1,2020,2016,0.047,-4,0.026,10.314,10.528,95.5176884608261,-1.98,"149",-2,0.037,"Healthy"
"637","Plum Island","MA",12,26.662,10.798,"Reference",1,2020,2018,0.037,-2,0.026,10.408,10.528,96.3882200407483,-1.11,"149",-2,0.037,"Healthy"
"638","Plum Island","MA",12,26.662,10.798,"Reference",1,2020,2021,0.039,1,0.026,10.398,10.528,96.2956102982034,-1.2,"149",-2,0.037,"Healthy"
"639","Plum Island","MA",13,15.52,6.286,"Runnel",2,2019,2010,0.253,-9,0.253,5.017,5.017,79.8122812599427,NA,"150",-1,0.376,"Degraded"
"640","Plum Island","MA",13,15.52,6.286,"Runnel",2,2019,2012,0.31,-7,0.253,4.797,5.017,76.3124403436208,-3.5,"150",-1,0.376,"Degraded"
"641","Plum Island","MA",13,15.52,6.286,"Runnel",2,2019,2014,0.318,-5,0.253,4.77,5.017,75.8829144129812,-3.93,"150",-1,0.376,"Degraded"
"642","Plum Island","MA",13,15.52,6.286,"Runnel",2,2019,2016,0.369,-3,0.253,4.592,5.017,73.0512249443207,-6.76,"150",-1,0.376,"Degraded"
"643","Plum Island","MA",13,15.52,6.286,"Runnel",2,2019,2018,0.376,-1,0.253,4.568,5.017,72.6694241170856,-7.14,"150",-1,0.376,"Degraded"
"644","Plum Island","MA",13,15.52,6.286,"Runnel",2,2019,2021,0.252,2,0.253,5.022,5.017,79.8918230989501,0.08,"150",-1,0.376,"Degraded"
"645","Plum Island","MA",14,13.551,5.488,"Runnel",2,2019,2010,0.386,-9,0.386,3.96,3.96,72.1574344023324,NA,"151",-1,0.498,"Degraded"
"646","Plum Island","MA",14,13.551,5.488,"Runnel",2,2019,2012,0.465,-7,0.386,3.747,3.96,68.2762390670554,-3.88,"151",-1,0.498,"Degraded"
"647","Plum Island","MA",14,13.551,5.488,"Runnel",2,2019,2014,0.438,-5,0.386,3.816,3.96,69.533527696793,-2.62,"151",-1,0.498,"Degraded"
"648","Plum Island","MA",14,13.551,5.488,"Runnel",2,2019,2016,0.507,-3,0.386,3.642,3.96,66.3629737609329,-5.79,"151",-1,0.498,"Degraded"
"649","Plum Island","MA",14,13.551,5.488,"Runnel",2,2019,2018,0.498,-1,0.386,3.663,3.96,66.7456268221574,-5.41,"151",-1,0.498,"Degraded"
"650","Plum Island","MA",14,13.551,5.488,"Runnel",2,2019,2021,0.426,2,0.386,3.85,3.96,70.1530612244898,-2,"151",-1,0.498,"Degraded"
"651","Plum Island","MA",15,19.609,7.942,"Reference",2,2019,2010,0.027,-9,0.027,7.73,7.73,97.330647192143,NA,"152",-1,0.04,"Healthy"
"652","Plum Island","MA",15,19.609,7.942,"Reference",2,2019,2012,0.033,-7,0.027,7.686,7.73,96.7766305716444,-0.55,"152",-1,0.04,"Healthy"
"653","Plum Island","MA",15,19.609,7.942,"Reference",2,2019,2014,0.034,-5,0.027,7.678,7.73,96.6759002770083,-0.65,"152",-1,0.04,"Healthy"
"654","Plum Island","MA",15,19.609,7.942,"Reference",2,2019,2016,0.044,-3,0.027,7.606,7.73,95.7693276252833,-1.56,"152",-1,0.04,"Healthy"
"655","Plum Island","MA",15,19.609,7.942,"Reference",2,2019,2018,0.04,-1,0.027,7.635,7.73,96.1344749433392,-1.2,"152",-1,0.04,"Healthy"
"656","Plum Island","MA",15,19.609,7.942,"Reference",2,2019,2021,0.046,2,0.027,7.59,7.73,95.5678670360111,-1.76,"152",-1,0.04,"Healthy"
"657","Plum Island","MA",17,11.948,4.839,"Runnel",2,2019,2010,0.253,-9,0.253,3.862,3.862,79.8098780739822,NA,"153",-1,0.29,"Degraded"
"658","Plum Island","MA",17,11.948,4.839,"Runnel",2,2019,2012,0.287,-7,0.253,3.76,3.862,77.7020045463939,-2.11,"153",-1,0.29,"Degraded"
"659","Plum Island","MA",17,11.948,4.839,"Runnel",2,2019,2014,0.264,-5,0.253,3.829,3.862,79.1279189915272,-0.68,"153",-1,0.29,"Degraded"
"660","Plum Island","MA",17,11.948,4.839,"Runnel",2,2019,2016,0.333,-3,0.253,3.63,3.862,75.0154990700558,-4.79,"153",-1,0.29,"Degraded"
"661","Plum Island","MA",17,11.948,4.839,"Runnel",2,2019,2018,0.29,-1,0.253,3.751,3.862,77.5160157057243,-2.29,"153",-1,0.29,"Degraded"
